teamName,urlName,headshotUrl,scorerId,upcomingEventStatusId,rank,teamLogo,posIdsNoFlex,defaultPosId,posShortNames,team,rookie,minorsEligible,posIds,teamId,name,teamShortName,shortName,next_match,fpts,fpts_per_game,statusId
Manchester City,nico-oreilly,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,067x8,2,106,True,['702'],702,M,False,False,False,['702'],110080,Nico O'Reilly,MCI,N. O'Reilly,FUL<br/>Wed 2:30PM,149,6.21,
Aston Villa,youri-tielemans,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,04yo7,,107,True,['702'],702,M,False,False,False,['702'],110011,Youri Tielemans,AVL,Y. Tielemans,BHA<br/>Wed 2:30PM,147,8.65,
Manchester City,tijjani-reijnders,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,06v06,,108,True,['702'],702,M,False,False,False,['702'],110080,Tijjani Reijnders,MCI,T. Reijnders,FUL<br/>Wed 2:30PM,146.5,6.37,
Wolverhampton,hugo-bueno,https://fantraximg.com/assets/images/logos/sportsteam/epl/Wolverhampton_Wanderers.png,05raa,2,109,True,['703'],703,D,False,False,False,['703'],110191,Hugo Bueno,WOL,H. Bueno,@NOT Wed<br/>2:30PM<br/>ARS Wed3:00PM,145.5,6.61,
Newcastle United,anthony-gordon,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,04mdn,,110,True,['702'],701,M,False,False,False,['702'],110101,Anthony Gordon,NEW,A. Gordon,@TOT<br/>Tue 2:30PM,144.5,7.61,
Newcastle United,nick-woltemade,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,070g7,2,111,True,['701'],701,F,False,False,False,['701'],110101,Nick Woltemade,NEW,N. Woltemade,@TOT<br/>Tue 2:30PM,144.5,6.57,
Brighton,bart-verbruggen,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,06cmu,2,112,True,['704'],704,G,False,False,False,['704'],110240,Bart Verbruggen,BHA,B. Verbruggen,@AVL<br/>Wed 2:30PM,143.25,5.73,5
Tottenham Hotspur,micky-van-de-ven,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,06ezb,2,113,True,['703'],703,D,False,False,False,['703'],110160,Micky van de Ven,TOT,M. van de Ven,NEW<br/>Tue 2:30PM,142.25,6.18,
Crystal Palace,adam-wharton,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,06jgs,2,116,True,['702'],702,M,False,False,False,['702'],110045,Adam Wharton,CRY,A. Wharton,BUR<br/>Wed 2:30PM,142,6.45,
Leeds United,pascal-struijk,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,05mzz,2,115,True,['703'],703,D,False,False,False,['703'],110261,Pascal Struijk,LEE,P. Struijk,@CHE<br/>Tue 2:30PM,142,6.17,
Nottingham Forest,omari-hutchinson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,05ubv,2,114,True,['701'],701,F,False,False,False,['701'],110105,Omari Hutchinson,NOT,O. Hutchinson,WOL<br/>Wed 2:30PM,142,7.47,4
Arsenal,william-saliba,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,0558w,2,117,True,['703'],703,D,False,False,False,['703'],110000,William Saliba,ARS,W. Saliba,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,141,6.71,
Newcastle United,dan-burn,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,02lsa,2,118,True,['703'],703,D,False,False,False,['703'],110101,Dan Burn,NEW,D. Burn,@TOT<br/>Tue 2:30PM,140,8.24,
Aston Villa,john-mcginn,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,051k0,,119,True,['702'],702,M,False,False,False,['702'],110011,John McGinn,AVL,J. McGinn,BHA<br/>Wed 2:30PM,140,6.36,
Brighton,diego-gomez,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,06r5b,,120,True,['702'],702,M,False,False,False,['702'],110240,Diego Gómez,BHA,D. Gómez,@AVL<br/>Wed 2:30PM,139.5,6.34,
Aston Villa,emiliano-buendia,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,051kl,2,121,True,['702'],702,M,False,False,False,['702'],110011,Emiliano Buendia,AVL,E. Buendia,BHA<br/>Wed 2:30PM,139,6.04,
Fulham,joachim-andersen,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,05os8,2,122,True,['703'],703,D,False,False,False,['703'],110063,Joachim Andersen,FUL,J. Andersen,@MCI<br/>Wed 2:30PM,138.75,5.78,
Manchester United,benjamin-sesko,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,06zxy,,123,True,['701'],701,F,False,False,False,['701'],110090,Benjamin Sesko,MUN,B. Sesko,@WHU<br/>Tue 3:15PM,138.5,6.92,
Fulham,alex-iwobi,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,038ze,2,124,True,['702'],701,M,False,False,False,['702'],110063,Alex Iwobi,FUL,A. Iwobi,@MCI<br/>Wed 2:30PM,137.5,7.24,
Brentford,vitaly-janelt,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,05tre,2,125,True,['702'],702,M,False,False,False,['702'],110237,Vitaly Janelt,BRF,V. Janelt,ARS<br/>Thu 3:00PM,137.5,6.88,
Liverpool,milos-kerkez,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,06do9,2,126,True,['703'],703,D,False,False,False,['703'],110070,Milos Kerkez,LIV,M. Kerkez,@SUN<br/>Wed 3:15PM,136.75,5.7,
Arsenal,martin-odegaard,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,05r9b,,128,True,['702'],702,M,False,False,False,['702'],110000,Martin Odegaard,ARS,M. Odegaard,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,136,7.56,
Nottingham Forest,callum-hudson-odoi,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,04mi4,2,127,True,['701'],701,F,False,False,False,['701'],110105,Callum Hudson-Odoi,NOT,C. Hudson-Odoi,WOL<br/>Wed 2:30PM,136,5.91,
Manchester City,josko-gvardiol,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,06ex4,,129,True,['703'],703,D,False,False,False,['703'],110080,Josko Gvardiol,MCI,J. Gvardiol,FUL<br/>Wed 2:30PM,135.5,8.47,5
Leeds United,noah-okafor,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,070cj,,130,True,['701'],701,F,False,False,False,['701'],110261,Noah Okafor,LEE,N. Okafor,@CHE<br/>Tue 2:30PM,135,6.14,4
Tottenham Hotspur,joao-maria-lobo-alves-palhinha-goncalves,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,062dt,2,131,True,['702'],702,M,False,False,False,['702'],110160,João Palhinha,TOT,João Palhinha,NEW<br/>Tue 2:30PM,134.5,6.11,
Arsenal,eberechi-eze,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,05nt6,,132,True,['702'],702,M,False,False,False,['702'],110000,Eberechi Eze,ARS,E. Eze,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,134,6.7,
Fulham,bernd-leno,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,04qor,2,133,True,['704'],704,G,False,False,False,['704'],110063,Bernd Leno,FUL,B. Leno,@MCI<br/>Wed 2:30PM,133,5.32,
Arsenal,viktor-gyokeres,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,04tsb,2,134,True,['701'],701,F,False,False,False,['701'],110000,Viktor Gyökeres,ARS,V. Gyökeres,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,132,5.74,
Arsenal,mikel-merino,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,04hk9,,135,True,['702'],702,M,False,False,False,['702'],110000,Mikel Merino,ARS,M. Merino,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,131.5,6.26,
Everton,thierno-barry,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,06ybp,2,136,True,['701'],701,F,False,False,False,['701'],110050,Thierno Barry,EVE,T. Barry,BOU<br/>Tue 2:30PM,130.5,5.22,
Newcastle United,harvey-barnes,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,04abn,2,137,True,['702'],702,M,False,False,False,['702'],110101,Harvey Barnes,NEW,H. Barnes,@TOT<br/>Tue 2:30PM,129.5,5.4,
Aston Villa,boubacar-kamara,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,061va,,138,True,['702'],702,M,False,False,False,['702'],110011,Boubacar Kamara,AVL,B. Kamara,BHA<br/>Wed 2:30PM,127.5,7.08,4
Chelsea,malo-gusto,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,06clz,2,139,True,['703'],703,D,False,False,False,['703'],110040,Malo Gusto,CHE,M. Gusto,LEE<br/>Tue 2:30PM,127.25,5.78,
Wolverhampton,joao-victor-gomes-da-silva,https://fantraximg.com/assets/images/logos/sportsteam/epl/Wolverhampton_Wanderers.png,068yd,2,140,True,['702'],702,M,False,False,False,['702'],110191,Joao Gomes,WOL,Joao Gomes,@NOT Wed<br/>2:30PM<br/>ARS Wed3:00PM,127,5.29,
Tottenham Hotspur,xavi-simons,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,070fa,2,143,True,['702'],702,M,False,False,False,['702'],110160,Xavi Simons,TOT,X. Simons,NEW<br/>Tue 2:30PM,126.5,6.66,
Brighton,georginio-rutter,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,0689w,2,142,True,['701'],701,F,False,False,False,['701'],110240,Georginio Rutter,BHA,G. Rutter,@AVL<br/>Wed 2:30PM,126.5,5.5,
Brighton,danny-welbeck,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,02lnx,2,144,True,['701'],701,F,False,False,False,['701'],110240,Danny Welbeck,BHA,D. Welbeck,@AVL<br/>Wed 2:30PM,126.5,5.27,
Fulham,sander-berge,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,05gcs,2,141,True,['702'],702,M,False,False,False,['702'],110063,Sander Berge,FUL,S. Berge,@MCI<br/>Wed 2:30PM,126.5,5.06,
Newcastle United,lewis-hall,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,05y9n,2,145,True,['703'],703,D,False,False,False,['703'],110101,Lewis Hall,NEW,L. Hall,@TOT<br/>Tue 2:30PM,126.25,7.01,
Chelsea,cole-palmer,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,05l8q,2,147,True,['702'],702,M,False,False,False,['702'],110040,Cole Palmer,CHE,C. Palmer,LEE<br/>Tue 2:30PM,125.5,8.96,
Newcastle United,sandro-tonali,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,06cms,2,148,True,['702'],702,M,False,False,False,['702'],110101,Sandro Tonali,NEW,S. Tonali,@TOT<br/>Tue 2:30PM,125.5,5.02,
Bournemouth,eli-kroupi,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,06xza,2,146,True,['701'],701,F,False,False,False,['701'],110034,Eli Kroupi,BOU,E. Kroupi,@EVE<br/>Tue 2:30PM,125.5,6.28,
Newcastle United,jacob-murphy,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,03am7,,149,True,['702'],702,M,False,False,False,['702'],110101,Jacob Murphy,NEW,J. Murphy,@TOT<br/>Tue 2:30PM,124.5,6.22,
Brentford,sepp-van-den-berg,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,05220,2,150,True,['703'],703,D,False,False,False,['703'],110237,Sepp van den Berg,BRF,S. van den Berg,ARS<br/>Thu 3:00PM,124.5,6.22,4
Newcastle United,lewis-miley,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,06ab3,,151,True,['702'],702,M,False,False,False,['702'],110101,Lewis Miley,NEW,L. Miley,@TOT<br/>Tue 2:30PM,123,6.47,
Brighton,mats-wieffer,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,06mpp,,152,True,['702'],702,M,False,False,False,['702'],110240,Mats Wieffer,BHA,M. Wieffer,@AVL<br/>Wed 2:30PM,122,7.62,
Manchester City,bernardo-mota-veiga-de-carvalho-e-silva,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,04fk6,,153,True,['702'],702,M,False,False,False,['702'],110080,Bernardo Silva,MCI,Bernardo Silva,FUL<br/>Wed 2:30PM,121.5,4.86,
Brentford,ehor-yarmolyuk,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,066r9,,154,True,['702'],702,M,False,False,False,['702'],110237,Ehor Yarmolyuk,BRF,E. Yarmolyuk,ARS<br/>Thu 3:00PM,121,4.84,
Chelsea,wesley-fofana,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,05opl,,155,True,['703'],703,D,False,False,False,['703'],110040,Wesley Fofana,CHE,W. Fofana,LEE<br/>Tue 2:30PM,120.75,8.62,
Everton,vitalii-mykolenko,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,05ybq,2,157,True,['703'],703,D,False,False,False,['703'],110050,Vitalii Mykolenko,EVE,V. Mykolenko,BOU<br/>Tue 2:30PM,120.25,5.73,
West Ham United,alphonse-areola,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,05oef,,156,True,['704'],704,G,False,False,False,['704'],110175,Alphonse Areola,WHU,A. Areola,MUN<br/>Tue 3:15PM,120.25,6.01,4
Burnley,josh-cullen,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,03hff,,158,True,['702'],702,M,False,False,False,['702'],110223,Josh Cullen,BUR,J. Cullen,@CRY<br/>Wed 2:30PM,119.5,6.64,4
Fulham,kenny-tete,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,05oeh,2,159,True,['703'],703,D,False,False,False,['703'],110063,Kenny Tete,FUL,K. Tete,@MCI<br/>Wed 2:30PM,118,6.94,4
Fulham,sasa-lukic,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,068yt,,160,True,['702'],702,M,False,False,False,['702'],110063,Sasa Lukic,FUL,S. Lukic,@MCI<br/>Wed 2:30PM,117.5,6.18,
Brighton,lewis-dunk,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,04e1c,2,161,True,['703'],703,D,False,False,False,['703'],110240,Lewis Dunk,BHA,L. Dunk,@AVL<br/>Wed 2:30PM,116.75,4.86,
Fulham,kevin-santos-lopes-de-macedo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,070hj,2,162,True,['701'],701,F,False,False,False,['701'],110063,Kevin Santos Lopes de Macedo,FUL,K. Santos Lopes de Macedo,@MCI<br/>Wed 2:30PM,116.5,5.55,4
Newcastle United,fabian-schar,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,04tig,,163,True,['703'],703,D,False,False,False,['703'],110101,Fabian Schar,NEW,F. Schar,@TOT<br/>Tue 2:30PM,116.25,7.27,4
Chelsea,estevao-willian-almeida-de-oliveira-goncalves,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,06yxe,2,164,True,['701'],701,F,False,False,False,['701'],110040,Estevao Willian Almeida de Oliveira Gonçalves,CHE,E. Almeida de Oliveira Gonçalves,LEE<br/>Tue 2:30PM,115.5,6.42,
Crystal Palace,ismaila-sarr,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,05748,2,165,True,['702'],701,M,False,False,False,['702'],110045,Ismaila Sarr,CRY,I. Sarr,BUR<br/>Wed 2:30PM,115,7.67,
Brighton,ferdi-kadioglu,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,06phe,2,166,True,['703'],703,D,False,False,False,['703'],110240,Ferdi Kadioglu,BHA,F. Kadioglu,@AVL<br/>Wed 2:30PM,114.75,4.78,4
Leeds United,joe-rodon,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,03yqz,2,167,True,['703'],703,D,False,False,False,['703'],110261,Joe Rodon,LEE,J. Rodon,@CHE<br/>Tue 2:30PM,114.75,4.99,
Leeds United,gabriel-gudmundsson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,06yb7,2,168,True,['703'],703,D,False,False,False,['703'],110261,Gabriel Gudmundsson,LEE,G. Gudmundsson,@CHE<br/>Tue 2:30PM,113.25,4.72,
Fulham,ryan-sessegnon,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,04qfm,2,170,True,['702'],702,M,False,False,False,['702'],110063,Ryan Sessegnon,FUL,R. Sessegnon,@MCI<br/>Wed 2:30PM,113,6.28,4
Brentford,kristoffer-ajer,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,05uel,2,169,True,['703'],703,D,False,False,False,['703'],110237,Kristoffer Ajer,BRF,K. Ajer,ARS<br/>Thu 3:00PM,113,5.95,
Fulham,samuel-chukwueze,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,070hk,,172,True,['701'],701,F,False,False,False,['701'],110063,Samuel Chukwueze,FUL,S. Chukwueze,@MCI<br/>Wed 2:30PM,112.5,9.38,
West Ham United,el-hadji-malick-diouf,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,06ymu,2,173,True,['702'],703,M,False,False,False,['702'],110175,El Hadji Malick Diouf,WHU,E. Diouf,MUN<br/>Tue 3:15PM,112.5,5.92,4
Manchester United,luke-shaw,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,02oq6,2,174,True,['703'],703,D,False,False,False,['703'],110090,Luke Shaw,MUN,L. Shaw,@WHU<br/>Tue 3:15PM,112.5,4.5,
Bournemouth,david-brooks,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,04rh9,,171,True,['702'],702,M,False,False,False,['702'],110034,David Brooks,BOU,D. Brooks,@EVE<br/>Tue 2:30PM,112.5,5.62,4
Burnley,lesley-ugochukwu,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,06eo0,2,175,True,['702'],702,M,False,False,False,['702'],110223,Lesley Ugochukwu,BUR,L. Ugochukwu,@CRY<br/>Wed 2:30PM,112.5,4.69,4
Nottingham Forest,matz-sels,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,04f6h,,176,True,['704'],704,G,False,False,False,['704'],110105,Matz Sels,NOT,M. Sels,WOL<br/>Wed 2:30PM,110.25,5.51,4
Newcastle United,joelinton-cassio-apolinario-de-lira,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,0554i,,177,True,['702'],702,M,False,False,False,['702'],110101,Joelinton,NEW,Joelinton,@TOT<br/>Tue 2:30PM,110,5.79,
Leeds United,ethan-ampadu,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,04lav,2,178,True,['703'],703,D,False,False,False,['703'],110261,Ethan Ampadu,LEE,E. Ampadu,@CHE<br/>Tue 2:30PM,109.25,4.97,4
Nottingham Forest,murillo-santiago-costa-dos-santos,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,06fwz,,180,True,['703'],703,D,False,False,False,['703'],110105,Murillo,NOT,Murillo,WOL<br/>Wed 2:30PM,109,6.06,
Leeds United,sean-longstaff,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,04ug0,2,179,True,['702'],702,M,False,False,False,['702'],110261,Sean Longstaff,LEE,S. Longstaff,@CHE<br/>Tue 2:30PM,109,7.27,
Burnley,florentino-ibrain-morris-luis,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,070ha,2,181,True,['702'],702,M,False,False,False,['702'],110223,Florentino Ibrain Morris Luís,BUR,F. Morris Luís,@CRY<br/>Wed 2:30PM,108.5,5.17,
Tottenham Hotspur,djed-spence,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,062ts,2,182,True,['703'],703,D,False,False,False,['703'],110160,Djed Spence,TOT,D. Spence,NEW<br/>Tue 2:30PM,107.5,5.38,
Brighton,kaoru-mitoma,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,062ci,2,183,True,['702'],702,M,False,False,False,['702'],110240,Kaoru Mitoma,BHA,K. Mitoma,@AVL<br/>Wed 2:30PM,107,7.13,
West Ham United,callum-wilson,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,03r8x,,184,True,['701'],701,F,False,False,False,['701'],110175,Callum Wilson,WHU,C. Wilson,MUN<br/>Tue 3:15PM,107,5.1,4
Liverpool,alisson-ramses-becker,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,04sjt,2,186,True,['704'],704,G,False,False,False,['704'],110070,Alisson,LIV,Alisson,@SUN<br/>Wed 3:15PM,106,5.3,
Tottenham Hotspur,rodrigo-bentancur,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,05ylw,,185,True,['702'],702,M,False,False,False,['702'],110160,Rodrigo Bentancur,TOT,R. Bentancur,NEW<br/>Tue 2:30PM,106,5.3,4
Fulham,emile-smith-rowe,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,04sat,2,187,True,['702'],702,M,False,False,False,['702'],110063,Emile Smith Rowe,FUL,E. Smith Rowe,@MCI<br/>Wed 2:30PM,105.5,4.22,5
Brentford,mathias-jensen,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,05tr9,2,188,True,['702'],702,M,False,False,False,['702'],110237,Mathias Jensen,BRF,M. Jensen,ARS<br/>Thu 3:00PM,104,4.52,4
Bournemouth,james-hill,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,061vb,2,189,True,['703'],703,D,False,False,False,['703'],110034,James Hill,BOU,J. Hill,@EVE<br/>Tue 2:30PM,102,6.38,
Wolverhampton,tolu-arokodare,https://fantraximg.com/assets/images/logos/sportsteam/epl/Wolverhampton_Wanderers.png,070hd,2,190,True,['701'],701,F,False,False,False,['701'],110191,Tolu Arokodare,WOL,T. Arokodare,@NOT Wed<br/>2:30PM<br/>ARS Wed3:00PM,101.5,4.83,
Brentford,jordan-henderson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,02lk5,,191,True,['702'],702,M,False,False,False,['702'],110237,Jordan Henderson,BRF,J. Henderson,ARS<br/>Thu 3:00PM,100.5,4.37,
Tottenham Hotspur,wilson-odobert,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,06fhy,2,192,True,['701'],701,F,False,False,False,['701'],110160,Wilson Odobert,TOT,W. Odobert,NEW<br/>Tue 2:30PM,100,4.35,
Brighton,maxim-de-cuyper,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,06y9m,2,193,True,['703'],703,D,False,False,False,['703'],110240,Maxim De Cuyper,BHA,M. De Cuyper,@AVL<br/>Wed 2:30PM,99.25,4.73,
Sunderland,brian-brobbey,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,070hc,2,194,True,['701'],701,F,False,False,False,['701'],110141,Brian Brobbey,SUN,B. Brobbey,LIV<br/>Wed 3:15PM,98.5,4.92,
Nottingham Forest,igor-jesus-maciel-da-cruz,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,06y9o,2,195,True,['701'],701,F,False,False,False,['701'],110105,Igor Jesus Maciel da Cruz,NOT,I. Maciel da Cruz,WOL<br/>Wed 2:30PM,98.5,4.1,4
